Genre,Name,Platform,Publisher,Rank,Year,% Europe,% Japan,% North America,% Other,Europe Sales,Global Sales,Japan Sales,North America Sales,Number of Video Games,Other Sales
Racing,Stuntman: Ignition,X360,THQ,3154,2007,50%,0%,39%,11%,0.32,0.64,0,0.25,1,0.07
Racing,Juiced 2: Hot Import Nights,X360,THQ,3191,2007,54%,0%,35%,11%,0.34,0.63,0,0.22,1,0.07
Racing,DiRT,X360,Codemasters,2380,2007,46%,0%,44%,10%,0.4,0.87,0,0.38,1,0.09
Racing,Crash Time: Autobahn Pusuit,X360,RTL,14258,2008,0%,0%,100%,0%,0,0.03,0,0.03,1,0
Racing,SCORE International Baja 1000: The Official Game,X360,Activision,9676,2008,8%,0%,92%,8%,0.01,0.12,0,0.11,1,0.01
Racing,SBK Superbike World Championship,X360,Black Bean Games,7422,2008,67%,0%,29%,5%,0.14,0.21,0,0.06,1,0.01
Racing,NASCAR 09,X360,Electronic Arts,6623,2008,0%,0%,92%,8%,0,0.25,0,0.23,1,0.02
Racing,Baja: Edge of Control,X360,THQ,7677,2008,30%,0%,60%,10%,0.06,0.2,0,0.12,1,0.02
Racing,MotoGP 08,X360,Capcom,5323,2008,57%,0%,31%,11%,0.2,0.35,0,0.11,1,0.04
Racing,GRID,X360,Codemasters,2374,2008,50%,1%,38%,10%,0.44,0.88,0.01,0.33,1,0.09
Racing,Burnout Paradise,X360,Electronic Arts,1427,2008,43%,1%,46%,11%,0.58,1.36,0.01,0.63,1,0.15
Racing,Need For Speed: Undercover,X360,Electronic Arts,1069,2008,42%,1%,47%,11%,0.71,1.69,0.01,0.79,1,0.18
Racing,Indianapolis 500 Evolution,X360,Zushi Games,15110,2009,0%,0%,100%,0%,0,0.02,0,0.02,1,0
Racing,Ski-Doo Snowmobile Challenge,X360,Valcon Games,13941,2009,0%,0%,75%,0%,0,0.04,0,0.03,1,0
Racing,Superstars V8 Racing,X360,Black Bean Games,16095,2009,100%,0%,0%,0%,0.01,0.01,0,0,1,0
Racing,Burnout Paradise: The Ultimate Box,X360,Electronic Arts,13823,2009,75%,0%,0%,0%,0.03,0.04,0,0,1,0
Racing,Cars: Race-O-Rama,X360,THQ,8757,2009,7%,0%,93%,7%,0.01,0.15,0,0.14,1,0.01
Racing,Race Pro,X360,Atari,8146,2009,50%,0%,33%,11%,0.09,0.18,0,0.06,1,0.02
Racing,Dreamworks Madagascar Kartz,X360,Activision,6743,2009,36%,0%,56%,8%,0.09,0.25,0,0.14,1,0.02
Racing,Fuel,X360,Codemasters,5703,2009,61%,0%,29%,13%,0.19,0.31,0,0.09,1,0.04
Racing,Vin Diesel: Wheelman,X360,Ubisoft,4294,2009,37%,0%,52%,11%,0.17,0.46,0,0.24,1,0.05
Racing,"MX vs, ATV Reflex",X360,THQ,2821,2009,21%,0%,71%,8%,0.15,0.73,0,0.52,1,0.06
Racing,DiRT 2,X360,Codemasters,2553,2009,49%,0%,40%,11%,0.4,0.81,0,0.32,1,0.09
Racing,Monster Jam: Path of Destruction,X360,Activision,9881,2010,0%,0%,92%,8%,0,0.12,0,0.11,1,0.01
Racing,World of Outlaws: Sprint Cars,X360,THQ,8122,2010,0%,0%,94%,6%,0,0.18,0,0.17,1,0.01
Racing,Blood Drive,X360,Activision,10076,2010,9%,0%,82%,9%,0.01,0.11,0,0.09,1,0.01
Racing,nail'd,X360,Deep Silver,10627,2010,20%,0%,80%,10%,0.02,0.1,0,0.08,1,0.01
Racing,Adrenalin Misfits,X360,Konami Digital Entertainment,9023,2010,14%,0%,86%,7%,0.02,0.14,0,0.12,1,0.01
Racing,Forza Motorsport 3: Ultimate Edition,X360,Microsoft Game Studios,13314,2010,80%,0%,0%,20%,0.04,0.05,0,0,1,0.01
Racing,SBK X: Superbike World Championship,X360,Black Bean Games,7985,2010,37%,0%,53%,11%,0.07,0.19,0,0.1,1,0.02
Racing,MotoGP 09/10,X360,Capcom,8337,2010,53%,0%,41%,12%,0.09,0.17,0,0.07,1,0.02
Racing,Split/Second,X360,Disney Interactive Studios,3318,2010,38%,0%,52%,10%,0.23,0.61,0,0.32,1,0.06
Racing,Blur,X360,Activision,3371,2010,47%,0%,42%,10%,0.28,0.6,0,0.25,1,0.06
Racing,Sonic & SEGA All-Stars Racing with Banjo-Kazooie,X360,Sega,2577,2010,44%,0%,46%,9%,0.35,0.8,0,0.37,1,0.07
Racing,Sonic Free Riders,X360,Sega,1894,2010,24%,0%,68%,8%,0.26,1.09,0,0.74,1,0.09
Racing,F1 2010,X360,Codemasters,2347,2010,66%,1%,20%,11%,0.59,0.89,0.01,0.18,1,0.1
Racing,Kinect Joy Ride,X360,Microsoft Game Studios,1341,2010,28%,0%,64%,8%,0.4,1.44,0,0.92,1,0.12
Racing,Mayhem 3D,X360,Evolved Games,12217,2011,0%,0%,86%,0%,0,0.07,0,0.06,1,0
Racing,DreamWorks Super Star Kartz,X360,Activision,12429,2011,17%,0%,83%,0%,0.01,0.06,0,0.05,1,0
Racing,Jimmie Johnson's Anything With an Engine,X360,Konami Digital Entertainment,11025,2011,0%,0%,89%,11%,0,0.09,0,0.08,1,0.01
Racing,NASCAR Unleashed,X360,Activision,9832,2011,0%,0%,92%,8%,0,0.12,0,0.11,1,0.01
Racing,Ben 10 Galactic Racing,X360,D3Publisher,10712,2011,20%,0%,70%,10%,0.02,0.1,0,0.07,1,0.01
Racing,MotoGP 10/11,X360,Capcom,12418,2011,83%,0%,0%,17%,0.05,0.06,0,0,1,0.01
Racing,SBK 2011: FIM Superbike World Championship,X360,Black Bean Games,12198,2011,86%,0%,0%,14%,0.06,0.07,0,0,1,0.01
Racing,WRC 2: FIA World Rally Championship,X360,Ubisoft,11708,2011,75%,0%,0%,13%,0.06,0.08,0,0,1,0.01
Racing,NASCAR 2011: The Game,X360,Activision,5851,2011,0%,0%,97%,7%,0,0.3,0,0.29,1,0.02
Racing,Need for Speed: Shift 2 Unleashed,X360,Electronic Arts,4441,2011,50%,0%,41%,9%,0.22,0.44,0,0.18,1,0.04
Racing,"MX vs, ATV: Alive",X360,THQ,3628,2011,25%,0%,66%,9%,0.14,0.56,0,0.37,1,0.05
Racing,Cars 2,X360,Disney Interactive Studios,4000,2011,34%,0%,56%,10%,0.17,0.5,0,0.28,1,0.05
Racing,Driver: San Francisco,X360,Ubisoft,2850,2011,54%,0%,35%,11%,0.39,0.72,0,0.25,1,0.08
Racing,DiRT 3,X360,Codemasters,2812,2011,56%,1%,32%,11%,0.41,0.73,0.01,0.23,1,0.08
Racing,F1 2011,X360,Codemasters,2802,2011,70%,1%,15%,12%,0.51,0.73,0.01,0.11,1,0.09
Racing,Test Drive: Ferrari Legends,X360,Atari,13358,2012,0%,0%,80%,0%,0,0.05,0,0.04,1,0
Racing,NASCAR The Game: Inside Line,X360,Activision,10599,2012,0%,0%,90%,10%,0,0.1,0,0.09,1,0.01
Racing,Ridge Racer Unbounded,X360,Namco Bandai Games,9942,2012,42%,0%,42%,8%,0.05,0.12,0,0.05,1,0.01
Racing,DiRT Showdown,X360,Codemasters,6896,2012,58%,0%,33%,8%,0.14,0.24,0,0.08,1,0.02
Racing,F1 Race Stars,X360,Codemasters,6105,2012,62%,0%,24%,10%,0.18,0.29,0,0.07,1,0.03
Racing,F1 2012,X360,Codemasters,3950,2012,70%,0%,20%,12%,0.35,0.5,0,0.1,1,0.06
Racing,Sonic & All-Stars Racing Transformed,X360,Sega,3224,2012,59%,0%,32%,10%,0.37,0.63,0,0.2,1,0.06
Racing,Need for Speed: Most Wanted,X360,Electronic Arts,1175,2012,51%,1%,39%,9%,0.8,1.58,0.01,0.62,1,0.15
Racing,Ride to Hell,X360,Deep Silver,12695,2013,17%,0%,67%,0%,0.01,0.06,0,0.04,1,0
Racing,GRID 2,X360,Codemasters,6056,2013,59%,0%,28%,10%,0.17,0.29,0,0.08,1,0.03
Racing,F1 2013,X360,Codemasters,5525,2013,85%,0%,3%,9%,0.28,0.33,0,0.01,1,0.03
Racing,Need for Speed Rivals,X360,Electronic Arts,2480,2013,45%,1%,44%,10%,0.38,0.84,0.01,0.37,1,0.08
Racing,NASCAR '14,X360,Deep Silver,8537,2014,0%,0%,94%,6%,0,0.16,0,0.15,1,0.01
Racing,MotoGP 14,X360,"Milestone S,r,l,",11090,2014,44%,0%,44%,11%,0.04,0.09,0,0.04,1,0.01
Racing,"MX vs, ATV Supercross",X360,Nordic Games,11285,2014,63%,0%,38%,13%,0.05,0.08,0,0.03,1,0.01
Racing,GRID Autosport,X360,Codemasters,10581,2014,60%,0%,30%,10%,0.06,0.1,0,0.03,1,0.01
Racing,F1 2014,X360,Codemasters,6555,2014,58%,0%,31%,8%,0.15,0.26,0,0.08,1,0.02
Racing,The Crew,X360,Ubisoft,6447,2014,69%,0%,23%,8%,0.18,0.26,0,0.06,1,0.02
Racing,Forza Horizon 2,X360,Microsoft Game Studios,2429,2014,51%,0%,41%,8%,0.43,0.85,0,0.35,1,0.07
Racing,MotoGP 15,X360,"Milestone S,r,l,",16474,2015,100%,0%,0%,0%,0.01,0.01,0,0,1,0
Racing,Ride,X360,"Milestone S,r,l,",15079,2015,100%,0%,0%,0%,0.02,0.02,0,0,1,0
Racing,Rayman Arena,XB,Unknown,12186,,14%,0%,71%,0%,0.01,0.07,0,0.05,1,0
Racing,F1 2001,XB,Electronic Arts,12321,2001,17%,0%,83%,0%,0.01,0.06,0,0.05,1,0
Racing,Arctic Thunder,XB,Midway Games,9968,2001,17%,0%,75%,0%,0.02,0.12,0,0.09,1,0
Racing,Cel Damage,XB,Electronic Arts,9787,2001,25%,0%,75%,0%,0.03,0.12,0,0.09,1,0
Racing,MX 2002 Featuring Ricky Carmichael,XB,THQ,9460,2001,23%,0%,77%,0%,0.03,0.13,0,0.1,1,0
Racing,Mad Dash Racing,XB,Eidos Interactive,8973,2001,20%,0%,73%,7%,0.03,0.15,0,0.11,1,0.01
Racing,Test Drive Off-Road Wide Open,XB,Infogrames,8082,2001,17%,0%,83%,6%,0.03,0.18,0,0.15,1,0.01
Racing,NASCAR Heat 2002,XB,Infogrames,7516,2001,20%,0%,75%,5%,0.04,0.2,0,0.15,1,0.01
Racing,4x4 EVO 2,XB,Gathering of Developers,6903,2001,21%,0%,75%,4%,0.05,0.24,0,0.18,1,0.01
Racing,NASCAR Thunder 2002,XB,Electronic Arts,5480,2001,21%,0%,76%,3%,0.07,0.33,0,0.25,1,0.01
Racing,The Simpsons: Road Rage,XB,Electronic Arts,1980,2001,25%,0%,74%,1%,0.26,1.05,0,0.78,1,0.01
Racing,Antz Extreme Racing,XB,Empire Interactive,15897,2002,0%,0%,50%,0%,0,0.02,0,0.01,1,0
Racing,Total Immersion Racing,XB,Empire Interactive,15051,2002,50%,0%,100%,0%,0.01,0.02,0,0.02,1,0
Racing,Whiteout,XB,Konami Digital Entertainment,14631,2002,33%,0%,67%,0%,0.01,0.03,0,0.02,1,0
Racing,Colin McRae Rally 3,XB,Codemasters,13867,2002,25%,0%,75%,0%,0.01,0.04,0,0.03,1,0
Racing,Smashing Drive,XB,Namco Bandai Games,14002,2002,25%,0%,75%,0%,0.01,0.04,0,0.03,1,0
Racing,Rally Fusion: Race of Champions,XB,Activision,12998,2002,20%,0%,80%,0%,0.01,0.05,0,0.04,1,0
Racing,Maximum Chase,XB,Microsoft Game Studios,11839,2002,29%,0%,71%,0%,0.02,0.07,0,0.05,1,0
Racing,Totaled!,XB,Rage Software,11951,2002,29%,0%,71%,0%,0.02,0.07,0,0.05,1,0
Racing,Circus Maximus: Chariot Wars,XB,THQ,11882,2002,29%,0%,71%,0%,0.02,0.07,0,0.05,1,0
Racing,MotoGP,XB,THQ,10874,2002,22%,0%,78%,0%,0.02,0.09,0,0.07,1,0
Racing,MX SuperFly featuring Ricky Carmichael,XB,THQ,10808,2002,20%,0%,70%,0%,0.02,0.1,0,0.07,1,0
Racing,SplashDown,XB,Atari,10005,2002,18%,0%,82%,0%,0.02,0.11,0,0.09,1,0
Racing,Burnout,XB,Acclaim Entertainment,9623,2002,23%,0%,69%,0%,0.03,0.13,0,0.09,1,0
Racing,Chase: Hollywood Stunt Driver,XB,BAM! Entertainment,9768,2002,25%,0%,75%,0%,0.03,0.12,0,0.09,1,0
Racing,Quantum Redshift,XB,Microsoft Game Studios,9645,2002,23%,0%,69%,0%,0.03,0.13,0,0.09,1,0
Racing,RalliSport Challenge(JP sales),XB,Microsoft Game Studios,16328,2002,0%,100%,0%,0%,0,0.01,0.01,0,1,0
Racing,Big Mutha Truckers,XB,Empire Interactive,7741,2002,21%,0%,79%,5%,0.04,0.19,0,0.15,1,0.01
Racing,NASCAR Thunder 2003,XB,Electronic Arts,6376,2002,22%,0%,74%,4%,0.06,0.27,0,0.2,1,0.01
Racing,Spy Hunter,XB,Midway Games,5417,2002,21%,0%,74%,3%,0.07,0.34,0,0.25,1,0.01
Racing,Crazy Taxi 3: High Roller,XB,Sega,7529,2002,20%,10%,70%,5%,0.04,0.2,0.02,0.14,1,0.01
Racing,Sega GT 2002,XB,Sega,7968,2002,16%,16%,63%,5%,0.03,0.19,0.03,0.12,1,0.01
Racing,Test Drive,XB,Atari,4619,2002,12%,0%,83%,5%,0.05,0.42,0,0.35,1,0.02
Racing,RalliSport Challenge,XB,Microsoft Game Studios,3551,2002,28%,0%,68%,4%,0.16,0.57,0,0.39,1,0.02
Racing,Wreckless: ThE YaKuza MisSiOns,XB,Activision,3545,2002,19%,4%,74%,4%,0.11,0.57,0.02,0.42,1,0.02
Racing,Need for Speed: Hot Pursuit 2,XB,Electronic Arts,2514,2002,13%,0%,83%,4%,0.11,0.82,0,0.68,1,0.03
Racing,Furious Karting,XB,Atari,16144,2003,0%,0%,100%,0%,0,0.01,0,0.01,1,0
Racing,V-Rally 3,XB,Atari,15873,2003,0%,0%,50%,0%,0,0.02,0,0.01,1,0
Racing,Grooverider: Slot Car Thunder,XB,Encore,16094,2003,0%,0%,100%,0%,0,0.01,0,0.01,1,0
Racing,Pulse Racer,XB,Jaleco,15670,2003,0%,0%,50%,0%,0,0.02,0,0.01,1,0
Racing,Dakar 2: The World's Ultimate Rally,XB,Acclaim Entertainment,15261,2003,0%,0%,100%,0%,0,0.02,0,0.02,1,0
Racing,XGRA: Extreme G Racing Association,XB,Acclaim Entertainment,15390,2003,0%,0%,100%,0%,0,0.02,0,0.02,1,0
Racing,Group S Challenge,XB,Capcom,15245,2003,0%,0%,100%,0%,0,0.02,0,0.02,1,0
Racing,Freestyle Metal X,XB,Midway Games,15138,2003,0%,0%,100%,0%,0,0.02,0,0.02,1,0
Racing,Freaky Flyers,XB,Midway Games,14462,2003,33%,0%,67%,0%,0.01,0.03,0,0.02,1,0
Racing,Motor Trend presents Lotus Challenge,XB,Xicat Interactive,14644,2003,33%,0%,67%,0%,0.01,0.03,0,0.02,1,0
Racing,SX Superstar,XB,Acclaim Entertainment,13580,2003,25%,0%,75%,0%,0.01,0.04,0,0.03,1,0
Racing,Pro Race Driver,XB,Codemasters,13890,2003,25%,0%,75%,0%,0.01,0.04,0,0.03,1,0
Racing,Speed Kings,XB,Acclaim Entertainment,12834,2003,20%,0%,80%,0%,0.01,0.05,0,0.04,1,0
Racing,IndyCar Series,XB,Codemasters,12994,2003,20%,0%,80%,0%,0.01,0.05,0,0.04,1,0
Racing,Whiplash,XB,Eidos Interactive,12808,2003,17%,0%,67%,0%,0.01,0.06,0,0.04,1,0
Racing,World Racing,XB,TDK Mediactive,12167,2003,14%,0%,71%,0%,0.01,0.07,0,0.05,1,0
Racing,The Italian Job,XB,Eidos Interactive,11449,2003,25%,0%,75%,0%,0.02,0.08,0,0.06,1,0
Racing,R: Racing Evolution,XB,Namco Bandai Games,11165,2003,22%,0%,67%,0%,0.02,0.09,0,0.06,1,0
Racing,Sega GT Online,XB,Sega,11292,2003,25%,0%,75%,0%,0.02,0.08,0,0.06,1,0
Racing,MotoGP 2,XB,THQ,10777,2003,20%,0%,70%,0%,0.02,0.1,0,0.07,1,0
Racing,Apex,XB,Atari,9299,2003,21%,0%,71%,0%,0.03,0.14,0,0.1,1,0
Racing,Spy Hunter 2,XB,Midway Games,9333,2003,23%,0%,77%,0%,0.03,0.13,0,0.1,1,0
Racing,Ford Racing 2,XB,Empire Interactive,8873,2003,20%,0%,73%,7%,0.03,0.15,0,0.11,1,0.01
Racing,IHRA Drag Racing 2004,XB,Bethesda Softworks,7628,2003,20%,0%,75%,5%,0.04,0.2,0,0.15,1,0.01
Racing,Starsky & Hutch,XB,Empire Interactive,6995,2003,22%,0%,74%,4%,0.05,0.23,0,0.17,1,0.01
Racing,Burnout 2: Point of Impact,XB,Acclaim Entertainment,6832,2003,21%,0%,75%,4%,0.05,0.24,0,0.18,1,0.01
Racing,NASCAR Thunder 2004,XB,Electronic Arts,6972,2003,22%,0%,78%,4%,0.05,0.23,0,0.18,1,0.01
Racing,Corvette,XB,TDK Mediactive,6821,2003,21%,0%,75%,4%,0.05,0.24,0,0.18,1,0.01
Racing,Midtown Madness 3,XB,Microsoft Game Studios,5826,2003,23%,0%,77%,3%,0.07,0.3,0,0.23,1,0.01
Racing,Crash Nitro Kart,XB,Vivendi Games,5707,2003,23%,0%,77%,3%,0.07,0.31,0,0.24,1,0.01
Racing,ATV Quad Power Racing 2,XB,Acclaim Entertainment,4398,2003,16%,0%,80%,2%,0.07,0.45,0,0.36,1,0.01
Racing,Midnight Club II,XB,Take-Two Interactive,3959,2003,12%,0%,84%,4%,0.06,0.5,0,0.42,1,0.02
Racing,Need for Speed Underground,XB,Electronic Arts,1047,2003,32%,0%,64%,4%,0.55,1.71,0,1.09,1,0.07
Racing,The Simpsons: Hit & Run,XB,Vivendi Games,1448,2003,43%,0%,52%,5%,0.58,1.35,0,0.7,1,0.07
Racing,PGR: Project Gotham Racing 2,XB,Microsoft Game Studios,1095,2003,35%,2%,58%,4%,0.59,1.67,0.04,0.97,1,0.07
Racing,Powerdrome,XB,Evolved Games,16365,2004,0%,0%,100%,0%,0,0.01,0,0.01,1,0
Racing,Room Zoom: Race for Impact,XB,Jaleco,14926,2004,50%,0%,100%,0%,0.01,0.02,0,0.02,1,0
Racing,TOCA Race Driver 2,XB,Codemasters,13508,2004,25%,0%,75%,0%,0.01,0.04,0,0.03,1,0
Racing,IHRA Professional Drag Racing 2005,XB,Bethesda Softworks,12523,2004,17%,0%,67%,0%,0.01,0.06,0,0.04,1,0
Racing,Colin McRae Rally 2005,XB,Codemasters,13268,2004,20%,0%,80%,0%,0.01,0.05,0,0.04,1,0
Racing,Carve,XB,Global Star,12874,2004,20%,0%,80%,0%,0.01,0.05,0,0.04,1,0
Racing,The Dukes of Hazzard: Return of the General Lee,XB,Ubisoft,11630,2004,25%,0%,75%,0%,0.02,0.08,0,0.06,1,0
Racing,MTX Mototrax,XB,Activision,10737,2004,20%,0%,70%,0%,0.02,0.1,0,0.07,1,0
Racing,Test Drive: Eve of Destruction,XB,Atari,11124,2004,22%,0%,78%,0%,0.02,0.09,0,0.07,1,0
Racing,Crash 'N' Burn,XB,Eidos Interactive,10847,2004,22%,0%,78%,0%,0.02,0.09,0,0.07,1,0
Racing,Ford Racing 3,XB,Take-Two Interactive,11161,2004,22%,0%,78%,0%,0.02,0.09,0,0.07,1,0
Racing,Colin McRae Rally 04,XB,Codemasters,10525,2004,20%,0%,80%,0%,0.02,0.1,0,0.08,1,0
Racing,Hot Wheels: Stunt Track Challenge,XB,THQ,10534,2004,20%,0%,80%,0%,0.02,0.1,0,0.08,1,0
Racing,TOCA Race Driver 2: Ultimate Racing Simulator,XB,Codemasters,9595,2004,23%,0%,69%,0%,0.03,0.13,0,0.09,1,0
Racing,OutRun 2,XB,Sega,9093,2004,21%,0%,79%,7%,0.03,0.14,0,0.11,1,0.01
Racing,American Chopper,XB,Zoo Digital Publishing,8765,2004,20%,0%,73%,7%,0.03,0.15,0,0.11,1,0.01
Racing,FlatOut,XB,Empire Interactive,8455,2004,24%,0%,71%,6%,0.04,0.17,0,0.12,1,0.01
Racing,SRS: Street Racing Syndicate,XB,Namco Bandai Games,6804,2004,21%,0%,75%,4%,0.05,0.24,0,0.18,1,0.01
Racing,RalliSport Challenge 2,XB,Microsoft Game Studios,6323,2004,30%,0%,67%,4%,0.08,0.27,0,0.18,1,0.01
Racing,MX Unleashed,XB,THQ,4464,2004,18%,0%,77%,5%,0.08,0.44,0,0.34,1,0.02
Racing,NASCAR 2005: Chase for the Cup,XB,Electronic Arts,4323,2004,22%,0%,76%,4%,0.1,0.45,0,0.34,1,0.02
Racing,Driv3r,XB,Atari,2693,2004,50%,0%,47%,4%,0.38,0.76,0,0.36,1,0.03
Racing,Burnout 3: Takedown,XB,Electronic Arts,1514,2004,33%,0%,64%,3%,0.43,1.31,0,0.84,1,0.04
Racing,Motocross Mania 3,XB,Take-Two Interactive,15402,2005,0%,0%,50%,0%,0,0.02,0,0.01,1,0
Racing,Top Gear RPM Tuning,XB,Wanadoo,15737,2005,0%,0%,50%,0%,0,0.02,0,0.01,1,0
Racing,MX World Tour Featuring Jamie Little,XB,Crave Entertainment,14115,2005,33%,0%,100%,0%,0.01,0.03,0,0.03,1,0
Racing,American Chopper 2: Full Throttle,XB,Zoo Digital Publishing,13278,2005,20%,0%,80%,0%,0.01,0.05,0,0.04,1,0
Racing,187: Ride or Die,XB,Ubisoft,12255,2005,17%,0%,83%,0%,0.01,0.06,0,0.05,1,0
Racing,Big Mutha Truckers 2,XB,Empire Interactive,11813,2005,29%,0%,71%,0%,0.02,0.07,0,0.05,1,0
Racing,"Ford vs, Chevy",XB,Global Star,11627,2005,25%,0%,75%,0%,0.02,0.08,0,0.06,1,0
Racing,Ford Mustang: The Legend Lives,XB,Take-Two Interactive,10898,2005,22%,0%,78%,0%,0.02,0.09,0,0.07,1,0
Racing,Crash Tag Team Racing,XB,Vivendi Games,9636,2005,23%,0%,69%,0%,0.03,0.13,0,0.09,1,0
Racing,"L,A, Rush",XB,Midway Games,9005,2005,21%,0%,79%,7%,0.03,0.14,0,0.11,1,0.01
Racing,Juiced,XB,THQ,8171,2005,22%,0%,72%,6%,0.04,0.18,0,0.13,1,0.01
Racing,NASCAR 06: Total Team Control,XB,Electronic Arts,6337,2005,22%,0%,74%,4%,0.06,0.27,0,0.2,1,0.01
Racing,"MX vs, ATV Unleashed",XB,THQ,4844,2005,18%,0%,80%,3%,0.07,0.4,0,0.32,1,0.01
Racing,Burnout Revenge,XB,Electronic Arts,3788,2005,36%,0%,60%,2%,0.19,0.53,0,0.32,1,0.01
Racing,Forza Motorsport,XB,Microsoft Game Studios,1984,2005,49%,0%,50%,2%,0.51,1.05,0,0.52,1,0.02
Racing,Midnight Club 3: DUB Edition,XB,Take-Two Interactive,2780,2005,14%,0%,82%,4%,0.1,0.74,0,0.61,1,0.03
Racing,Need for Speed: Most Wanted,XB,Electronic Arts,2007,2005,44%,0%,51%,5%,0.46,1.04,0,0.53,1,0.05
Racing,IHRA Drag Racing: Sportsman Edition,XB,Bethesda Softworks,15957,2006,0%,0%,50%,0%,0,0.02,0,0.01,1,0
Racing,Hummer Badlands,XB,Global Star,15934,2006,0%,0%,50%,0%,0,0.02,0,0.01,1,0
Racing,TOCA Race Driver 3,XB,Codemasters,14135,2006,33%,0%,100%,0%,0.01,0.03,0,0.03,1,0
Racing,NASCAR 07,XB,Electronic Arts,13603,2006,25%,0%,75%,0%,0.01,0.04,0,0.03,1,0
Racing,FlatOut 2,XB,Empire Interactive,13528,2006,25%,0%,75%,0%,0.01,0.04,0,0.03,1,0
Racing,Driver: Parallel Lines,XB,Atari,12156,2006,14%,0%,71%,0%,0.01,0.07,0,0.05,1,0
Racing,Sonic Riders,XB,Sega,9488,2006,23%,0%,77%,0%,0.03,0.13,0,0.1,1,0
Racing,Cars,XB,THQ,7584,2006,20%,0%,75%,5%,0.04,0.2,0,0.15,1,0.01
Racing,Midnight Club 3: DUB Edition Remix,XB,Take-Two Interactive,7532,2006,20%,0%,75%,5%,0.04,0.2,0,0.15,1,0.01
Racing,Need for Speed Carbon,XB,Electronic Arts,4200,2006,21%,0%,74%,4%,0.1,0.47,0,0.35,1,0.02
Racing,Need for Speed Rivals,XOne,Electronic Arts,3012,2013,25%,0%,67%,7%,0.17,0.67,0,0.45,1,0.05
Racing,Trials Fusion,XOne,Ubisoft,6780,2014,42%,0%,50%,8%,0.1,0.24,0,0.12,1,0.02
Racing,The Crew,XOne,Ubisoft,3221,2014,54%,0%,38%,8%,0.34,0.63,0,0.24,1,0.05
Racing,Forza Horizon 2,XOne,Microsoft Game Studios,1418,2014,57%,1%,36%,7%,0.78,1.37,0.01,0.5,1,0.09
Racing,MotoGP 15,XOne,"Milestone S,r,l,",14413,2015,100%,0%,0%,0%,0.03,0.03,0,0,1,0
Racing,Ride,XOne,"Milestone S,r,l,",10704,2015,50%,0%,40%,10%,0.05,0.1,0,0.04,1,0.01
Racing,Project CARS,XOne,Slightly Mad Studios,7050,2015,57%,0%,35%,9%,0.13,0.23,0,0.08,1,0.02
Racing,F1 2015,XOne,Codemasters,6827,2015,63%,0%,33%,8%,0.15,0.24,0,0.08,1,0.02
Racing,Need for Speed (2015),XOne,Electronic Arts,2996,2015,49%,0%,44%,9%,0.33,0.68,0,0.3,1,0.06
Racing,Forza Motorsport 6,XOne,Microsoft Game Studios,1020,2015,51%,2%,40%,8%,0.89,1.74,0.03,0.69,1,0.14
Racing,NASCAR Heat Evolution,XOne,Dusenberry Martin Racing,15055,2016,0%,0%,100%,0%,0,0.02,0,0.02,1,0
Racing,Assetto Corsa,XOne,505 Games,16279,2016,100%,0%,0%,0%,0.01,0.01,0,0,1,0
Racing,S̩bastien Loeb Rally Evo,XOne,"Milestone S,r,l",16533,2016,100%,0%,0%,0%,0.01,0.01,0,0,1,0
Racing,Valentino Rossi: The Game,XOne,Namco Bandai Games,15206,2016,100%,0%,0%,0%,0.02,0.02,0,0,1,0
Racing,MXGP 2,XOne,"Milestone S,r,l,",13176,2016,40%,0%,40%,0%,0.02,0.05,0,0.02,1,0
Racing,F1 2016 (Codemasters),XOne,Codemasters,11142,2016,78%,0%,11%,11%,0.07,0.09,0,0.01,1,0.01
Racing,DiRT Rally,XOne,Codemasters,10040,2016,73%,0%,27%,9%,0.08,0.11,0,0.03,1,0.01
Racing,Forza Horizon 3,XOne,Microsoft Game Studios,5017,2016,53%,0%,39%,8%,0.2,0.38,0,0.15,1,0.03
Role-Playing,Beyond the Labyrinth,3DS,Unknown,14276,,0%,100%,0%,0%,0,0.03,0.03,0,1,0
Role-Playing,Unchained Blades,3DS,FuRyu,13729,2011,0%,100%,0%,0%,0,0.04,0.04,0,1,0
Role-Playing,"Ken to Mahou to Gakuen Mono, 3D",3DS,Acquire,12787,2011,0%,100%,0%,0%,0,0.06,0.06,0,1,0
Role-Playing,Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,3DS,Square Enix,9447,2011,0%,100%,0%,0%,0,0.13,0.13,0,1,0
Role-Playing,SD Gundam G Generation 3D,3DS,Namco Bandai Games,8532,2011,0%,100%,0%,0%,0,0.16,0.16,0,1,0
Role-Playing,Inazuma Eleven GO,3DS,Nintendo,3745,2011,9%,89%,0%,0%,0.05,0.54,0.48,0,1,0
Role-Playing,Shin Megami Tensei: Devil Survivor Overclocked,3DS,Ghostlight,5076,2011,3%,16%,74%,5%,0.01,0.38,0.06,0.28,1,0.02
Role-Playing,Tales of the Abyss,3DS,Namco Bandai Games,2521,2011,23%,17%,51%,7%,0.19,0.82,0.14,0.42,1,0.06
Role-Playing,UnchainBlades EXXiV,3DS,FuRyu,15230,2012,0%,100%,0%,0%,0,0.02,0.02,0,1,0
Role-Playing,Girls RPG: Cinderellife,3DS,Level 5,12749,2012,0%,100%,0%,0%,0,0.06,0.06,0,1,0
